trial,time_ms,pressure_kpa,distance_mm
46,440,1.363,11.22
46,460,1.359,10.97
46,480,1.353,10.92
46,500,1.41,11.07
46,520,1.422,10.95
46,540,1.324,10.92
46,560,1.325,10.7
46,580,1.371,10.87
46,600,1.362,11.09
46,620,1.416,11.0
46,640,1.402,10.57
46,660,1.303,10.9
46,680,1.369,10.56
46,700,1.339,10.83
46,720,1.351,10.56
46,740,1.416,10.73
46,760,1.338,11.17
46,780,1.342,10.61
46,800,1.313,10.89
46,820,1.372,10.68
46,840,1.319,10.65
46,860,1.351,11.04
46,880,1.328,10.68
46,900,1.347,10.74
46,920,1.367,10.92
46,940,1.369,10.77
46,960,1.289,10.5
46,980,1.379,10.7
46,1000,1.357,10.73
46,1020,1.304,10.79
46,1040,1.423,10.8
46,1060,1.365,10.7
46,1080,1.334,10.77
46,1100,1.297,10.71
46,1120,1.338,10.96
46,1140,1.311,10.97
46,1160,1.37,10.52
46,1180,1.288,10.71
46,1200,1.325,10.53
46,1220,1.327,10.75
46,1240,1.348,11.07
46,1260,1.298,10.68
46,1280,1.381,10.62
46,1300,1.312,10.85
46,1320,1.383,10.9
46,1340,1.333,10.78
46,1360,1.353,10.44
46,1380,1.344,10.69
46,1400,1.34,10.91
46,1420,1.324,10.91
46,1440,1.359,10.96
46,1460,1.382,10.71
46,1480,1.372,10.8
47,0,2.841,7.77
47,20,2.599,7.99
47,40,2.346,8.27
47,60,2.091,8.41
47,80,1.967,8.55
47,100,1.823,8.62
47,120,1.793,9.28
47,140,1.607,9.43
47,160,1.561,9.42
47,180,1.522,9.66
47,200,1.471,10.07
47,220,1.411,9.88
47,240,1.407,10.26
47,260,1.402,10.26
47,280,1.314,10.49
47,300,1.396,10.73
47,320,1.338,11.0
47,340,1.314,11.09
47,360,1.307,11.43
47,380,1.291,11.25
47,400,1.276,11.11
47,420,1.316,10.6
47,440,1.337,10.25
47,460,1.195,10.33
47,480,1.323,9.99
47,500,1.258,10.08
47,520,1.299,9.62
47,540,1.288,9.61
47,560,1.276,9.43
47,580,1.278,9.41
47,600,1.246,9.28
47,620,1.302,8.91
47,640,1.253,9.09
47,660,1.234,8.8
47,680,1.278,8.64
47,700,1.247,8.43
47,720,1.284,8.63
47,740,1.323,8.72
47,760,1.251,8.5
47,780,1.236,8.5
47,800,1.255,8.29
47,820,1.256,8.25
47,840,1.245,8.08
47,860,1.271,8.2
47,880,1.284,8.41
47,900,1.289,7.93
47,920,1.297,7.82
47,940,1.224,8.1
47,960,1.275,7.87
47,980,1.283,7.82
47,1000,1.291,8.17
47,1020,1.259,7.96
47,1040,1.26,7.76
47,1060,1.268,7.97
47,1080,1.226,7.89
47,1100,1.21,8.1
47,1120,1.29,8.04
47,1140,1.292,7.8
47,1160,1.251,7.83
47,1180,1.272,7.92
47,1200,1.293,8.02
47,1220,1.261,7.66
47,1240,1.296,7.75
47,1260,1.26,7.79
47,1280,1.272,7.66
47,1300,1.342,7.76
47,1320,1.26,7.64
47,1340,1.282,7.92
47,1360,1.23,7.93
47,1380,1.274,7.97
47,1400,1.258,8.05
47,1420,1.275,7.86
47,1440,1.296,7.9
47,1460,1.233,7.77
47,1480,1.21,7.73
48,0,2.992,8.93
48,20,2.727,9.17
48,40,2.556,9.33
48,60,2.389,9.55
48,80,2.19,9.9
48,100,2.061,10.0
48,120,2.069,10.43
48,140,1.917,10.44
48,160,1.847,10.79
48,180,1.811,10.65
48,200,1.722,10.18
48,220,1.716,10.2
48,240,1.702,9.99
48,260,1.63,9.97
48,280,1.674,9.54
48,300,1.632,9.54
48,320,1.558,9.6
48,340,1.609,9.55
48,360,1.63,9.06
48,380,1.632,9.46
48,400,1.602,9.1
48,420,1.535,9.17
48,440,1.543,9.44
48,460,1.568,9.33
48,480,1.559,9.03
48,500,1.618,9.18
48,520,1.544,8.97
48,540,1.582,8.82
48,560,1.512,8.58
48,580,1.568,8.9
48,600,1.546,8.82
48,620,1.546,8.62
48,640,1.566,8.85
48,660,1.498,8.95
48,680,1.493,9.1
48,700,1.543,8.93
48,720,1.573,9.0
48,740,1.546,8.82
48,760,1.553,8.6
48,780,1.527,8.73
48,800,1.556,8.67
48,820,1.581,8.78
48,840,1.511,8.76
48,860,1.556,8.72
48,880,1.595,8.56
48,900,1.551,8.8
48,920,1.575,8.85
48,940,1.532,8.93
48,960,1.614,8.73
48,980,1.525,8.52
48,1000,1.582,8.7
48,1020,1.564,8.87
48,1040,1.565,8.7
48,1060,1.538,8.69
48,1080,1.533,8.72
48,1100,1.561,8.68
48,1120,1.53,8.88
48,1140,1.568,8.76
48,1160,1.598,8.85
48,1180,1.565,8.79
48,1200,1.525,8.93
48,1220,1.514,8.67
48,1240,1.549,8.89
48,1260,1.559,8.87
48,1280,1.574,8.86
48,1300,1.577,8.77
48,1320,1.513,8.92
48,1340,1.601,8.79
48,1360,1.554,9.37
48,1380,1.506,8.83
48,1400,1.553,8.85
48,1420,1.608,8.75
48,1440,1.525,8.86
48,1460,1.577,8.67
48,1480,1.527,8.74
49,0,3.107,8.58
49,20,2.881,8.66
49,40,2.723,9.13
49,60,2.66,9.57
49,80,2.565,9.1
49,100,2.471,9.11
49,120,2.385,9.13
49,140,2.385,9.19
49,160,2.341,8.82
49,180,2.259,8.61
49,200,2.247,8.71
49,220,2.229,8.51
49,240,2.141,8.72
49,260,2.209,8.61
49,280,2.155,8.61
49,300,2.211,8.9
49,320,2.137,8.81
49,340,2.068,8.71
49,360,2.112,8.46
49,380,2.17,8.32
49,400,2.128,8.72
49,420,2.118,8.45
49,440,2.101,8.78
49,460,2.126,8.54
49,480,2.09,8.53
49,500,2.069,8.66
49,520,2.108,8.67
49,540,2.088,8.69
49,560,2.127,8.6
49,580,2.097,8.4
49,600,2.105,8.55
49,620,2.159,8.41
49,640,2.158,8.21
49,660,2.123,8.67
49,680,2.07,8.56
49,700,2.088,8.65
49,720,2.081,8.65
49,740,2.059,8.66
49,760,2.133,8.67
49,780,2.118,8.53
49,800,2.067,8.53
49,820,2.187,8.7
49,840,2.118,8.3
49,860,2.085,8.47
49,880,2.133,8.47
49,900,2.101,8.4
49,920,2.102,8.63
49,940,2.046,8.36
49,960,2.147,8.4
49,980,2.07,8.6
49,1000,2.047,8.69
49,1020,2.109,8.48
49,1040,2.078,8.45
49,1060,2.128,8.4
49,1080,2.086,8.54
49,1100,2.091,8.55
49,1120,2.088,8.63
49,1140,2.074,8.7
49,1160,2.089,8.54
49,1180,2.035,8.52
49,1200,2.082,8.69
49,1220,2.084,8.57
49,1240,2.136,8.39
49,1260,2.098,8.3
49,1280,2.109,8.49
49,1300,2.108,8.58
49,1320,2.106,8.77
49,1340,2.069,8.49
49,1360,2.124,8.48
49,1380,2.107,8.58
49,1400,2.146,8.56
49,1420,2.133,8.71
49,1440,2.107,8.4
49,1460,2.121,8.75
49,1480,2.068,8.53
50,0,2.885,8.35
50,20,2.736,8.5
50,40,2.639,8.65
50,60,2.54,8.94
50,80,2.385,9.08
50,100,2.338,8.84
50,120,2.247,8.72
50,140,2.188,8.68
50,160,2.213,8.94
50,180,2.166,8.53
50,200,2.134,8.83
50,220,2.125,8.69
50,240,2.075,8.72
50,260,2.071,8.65
50,280,2.064,8.86
50,300,2.039,8.54
50,320,2.037,8.61
50,340,1.996,8.65
50,360,2.02,8.51
50,380,2.02,8.23
50,400,2.058,8.4
50,420,1.968,8.23
50,440,2.034,8.34
50,460,2.027,8.46
50,480,2.016,8.44
50,500,2.006,8.43
50,520,2.029,8.46
50,540,1.988,8.36
50,560,2.001,8.39
50,580,1.986,8.53
50,600,1.971,8.43
50,620,2.003,8.64
50,640,1.94,8.49
50,660,1.995,8.29
50,680,2.02,8.5
50,700,1.983,8.29
50,720,1.981,8.61
50,740,2.018,8.45
50,760,1.959,8.4
50,780,1.998,8.6
50,800,2.006,8.4
50,820,1.987,8.51
50,840,2.001,8.13
50,860,2.003,8.14
50,880,2.005,8.4
50,900,1.989,8.37
50,920,2.036,8.38
50,940,2.016,8.37
50,960,2.031,8.48
50,980,2.032,8.41
50,1000,1.987,8.29
50,1020,1.915,8.29
50,1040,2.025,8.07
50,1060,2.023,8.45
50,1080,1.996,8.37
50,1100,1.974,8.4
50,1120,1.958,8.46
50,1140,2.052,8.39
50,1160,2.021,8.3
50,1180,2.026,8.67
50,1200,2.0,8.63
50,1220,1.984,8.32
50,1240,1.978,8.48
50,1260,2.043,8.44
50,1280,2.018,8.52
50,1300,2.001,8.4
50,1320,2.0,8.71
50,1340,2.017,8.42
50,1360,1.988,8.1
50,1380,2.038,8.41
50,1400,2.019,8.2
50,1420,2.021,8.41
50,1440,2.023,8.17
50,1460,2.041,8.29
50,1480,2.0,8.45
51,0,2.899,10.07
51,20,2.636,10.11
51,40,2.514,9.88
51,60,2.42,9.44
51,80,2.198,9.46
51,100,2.162,9.15
51,120,2.072,8.98
51,140,2.039,8.62
51,160,2.009,8.42
51,180,1.945,8.42
51,200,1.907,8.04
51,220,1.879,7.92
51,240,1.852,7.45
51,260,1.837,7.13
51,280,1.788,7.62
51,300,1.83,6.91
51,320,1.763,6.69
51,340,1.79,6.56
51,360,1.765,6.51
51,380,1.765,6.34
51,400,1.777,6.76
51,420,1.74,7.45
51,440,1.759,7.42
51,460,1.716,7.81
51,480,1.701,7.97
51,500,1.733,8.4
51,520,1.765,8.89
51,540,1.719,8.65
51,560,1.711,8.91
51,580,1.784,9.11
51,600,1.729,9.21
51,620,1.705,9.08
51,640,1.745,9.49
51,660,1.706,9.6
51,680,1.733,9.79
51,700,1.715,9.45
51,720,1.746,9.7
51,740,1.774,9.6
51,760,1.773,9.9
51,780,1.739,10.16
51,800,1.765,9.89
51,820,1.78,9.77
51,840,1.735,10.05
51,860,1.708,9.92
51,880,1.761,10.07
51,900,1.678,10.13
51,920,1.763,10.05
51,940,1.743,10.45
51,960,1.747,10.24
51,980,1.713,10.14
51,1000,1.707,10.08
51,1020,1.773,10.29
51,1040,1.728,10.21
51,1060,1.814,10.39
51,1080,1.764,9.99
51,1100,1.757,10.28
51,1120,1.793,10.37
51,1140,1.812,10.25
51,1160,1.77,10.1
51,1180,1.705,10.06
51,1200,1.769,10.34
51,1220,1.764,10.2
51,1240,1.781,10.18
51,1260,1.753,10.07
51,1280,1.754,10.34
51,1300,1.744,10.3
51,1320,1.703,9.91
51,1340,1.768,10.45
51,1360,1.749,10.5
51,1380,1.743,10.55
51,1400,1.733,10.46
51,1420,1.774,10.22
51,1440,1.793,10.09
51,1460,1.747,10.58
51,1480,1.731,10.51
52,0,2.884,7.66
52,20,2.577,8.02
52,40,2.383,8.22
52,60,2.161,8.42
52,80,2.06,8.28
52,100,1.849,8.2
52,120,1.801,8.06
52,140,1.724,8.46
52,160,1.647,8.34
52,180,1.556,7.99
52,200,1.548,8.41
52,220,1.501,8.1
52,240,1.495,7.88
52,260,1.439,8.14
52,280,1.419,8.42
52,300,1.436,7.86
52,320,1.402,8.04
52,340,1.432,7.89
52,360,1.337,7.96
52,380,1.351,8.21
52,400,1.374,8.0
52,420,1.377,7.94
52,440,1.286,8.24
52,460,1.367,8.15
52,480,1.322,8.27
52,500,1.369,7.78
52,520,1.381,7.97
52,540,1.345,8.18
52,560,1.418,8.33
52,580,1.372,8.29
52,600,1.384,7.87
52,620,1.404,7.89
52,640,1.293,7.75
52,660,1.318,7.82
52,680,1.336,8.12
52,700,1.359,7.66
52,720,1.374,7.87
52,740,1.324,7.62
52,760,1.366,8.04
52,780,1.329,8.12
52,800,1.312,7.88
52,820,1.279,8.0
52,840,1.363,7.81
52,860,1.38,7.9
52,880,1.372,8.01
52,900,1.344,7.83
52,920,1.341,8.09
52,940,1.373,7.99
52,960,1.388,7.72
52,980,1.392,7.83
52,1000,1.382,7.96
52,1020,1.378,7.67
52,1040,1.288,8.0
52,1060,1.386,8.05
52,1080,1.347,7.84
52,1100,1.358,8.19
52,1120,1.405,7.79
52,1140,1.375,7.87
52,1160,1.339,7.86
52,1180,1.403,7.84
52,1200,1.309,8.06
52,1220,1.36,8.02
52,1240,1.354,7.67
52,1260,1.412,7.85
52,1280,1.336,7.71
52,1300,1.379,7.92
52,1320,1.352,7.95
52,1340,1.338,7.93
52,1360,1.298,7.83
52,1380,1.346,7.99
52,1400,1.287,7.86
52,1420,1.296,7.94
52,1440,1.329,7.88
52,1460,1.294,8.02
52,1480,1.36,7.91
53,0,3.013,7.91
53,20,2.801,7.79
53,40,2.574,7.36
53,60,2.376,7.16
53,80,2.239,6.99
53,100,2.163,6.58
53,120,2.127,6.4
53,140,2.023,6.05
53,160,2.008,5.88
53,180,1.898,5.55
53,200,1.913,5.52
53,220,1.86,4.81
53,240,1.855,4.83
53,260,1.826,4.63
53,280,1.762,4.4
53,300,1.852,4.43
53,320,1.804,4.55
53,340,1.78,5.13
53,360,1.735,4.92
53,380,1.751,5.45
53,400,1.772,5.93
53,420,1.767,5.83
53,440,1.748,6.48
53,460,1.79,6.3
53,480,1.713,6.69
53,500,1.694,6.83
53,520,1.732,6.84
53,540,1.727,6.94
53,560,1.758,7.17
53,580,1.752,7.0
53,600,1.748,7.27
53,620,1.73,7.2
53,640,1.796,7.41
53,660,1.728,7.53
53,680,1.751,7.34
53,700,1.762,7.42
53,720,1.752,7.68
53,740,1.717,7.9
53,760,1.796,7.82
53,780,1.75,7.92
53,800,1.733,7.49
53,820,1.748,7.6
53,840,1.721,7.6
53,860,1.73,7.84
53,880,1.667,7.84
53,900,1.734,7.93
53,920,1.734,7.79
53,940,1.727,7.62
53,960,1.756,7.94
53,980,1.762,7.92
53,1000,1.723,7.63
53,1020,1.763,8.32
53,1040,1.744,7.77
53,1060,1.736,7.77
53,1080,1.745,7.92
53,1100,1.814,7.81
53,1120,1.739,7.67
53,1140,1.718,7.85
53,1160,1.724,7.73
53,1180,1.733,7.51
53,1200,1.775,7.83
53,1220,1.758,7.96
53,1240,1.725,7.99
53,1260,1.768,8.0
53,1280,1.68,8.14
53,1300,1.733,7.87
53,1320,1.757,7.9
53,1340,1.737,7.91
53,1360,1.774,7.95
53,1380,1.728,8.08
53,1400,1.757,8.06
53,1420,1.766,7.75
53,1440,1.742,7.9
53,1460,1.647,7.9
53,1480,1.727,7.93
54,0,3.068,7.9
54,20,2.901,7.72
54,40,2.786,7.34
54,60,2.593,7.05
54,80,2.528,6.83
54,100,2.403,6.83
54,120,2.403,6.53
54,140,2.317,6.1
54,160,2.253,5.97
54,180,2.202,5.86
54,200,2.212,5.5
54,220,2.132,5.26
54,240,2.126,4.89
54,260,2.153,4.5
54,280,2.131,4.34
54,300,2.101,4.16
54,320,2.132,3.76
54,340,2.128,3.73
54,360,2.025,3.56
54,380,2.047,3.81
54,400,2.086,4.32
54,420,2.105,4.81
54,440,2.014,5.08
54,460,2.084,5.53
54,480,2.119,5.62
54,500,2.028,5.79
54,520,2.005,6.12
54,540,2.064,6.12
54,560,2.058,6.3
54,580,2.051,6.45
54,600,2.035,6.88
54,620,1.979,6.75
54,640,2.087,6.95
54,660,2.058,7.13
54,680,1.987,7.14
54,700,2.035,7.14
54,720,2.057,7.26
54,740,2.038,7.26
54,760,2.111,7.29
54,780,2.04,7.43
54,800,2.029,7.68
54,820,2.037,7.58
54,840,2.044,7.31
54,860,2.01,7.49
54,880,2.047,7.62
54,900,2.096,7.73
54,920,2.045,7.81
54,940,2.038,7.54
54,960,2.042,7.91
54,980,1.989,8.2
54,1000,2.028,7.94
54,1020,2.052,7.9
54,1040,2.104,7.92
54,1060,1.979,7.79
54,1080,2.069,7.84
54,1100,2.064,7.87
54,1120,2.054,7.96
54,1140,2.113,7.99
54,1160,2.082,7.68
54,1180,1.992,7.95
54,1200,2.024,7.89
54,1220,2.046,7.7
54,1240,2.044,8.03
54,1260,2.085,7.56
54,1280,2.011,8.17
54,1300,2.037,7.52
54,1320,2.018,8.13
54,1340,2.035,7.87
54,1360,2.045,8.01
54,1380,2.057,7.82
54,1400,2.082,7.7
54,1420,2.046,7.83
54,1440,2.052,7.76
54,1460,2.032,7.53
54,1480,2.079,7.57
55,0,2.99,6.15
55,20,2.753,5.81
55,40,2.548,5.38
55,60,2.45,4.88
55,80,2.357,4.43
55,100,2.236,4.3
55,120,2.149,4.06
55,140,2.014,3.55
55,160,2.045,3.27
55,180,1.992,2.64
55,200,1.983,2.49
55,220,1.907,1.9
55,240,1.875,1.77
55,260,1.82,1.48
55,280,1.866,1.61
55,300,1.829,2.49
55,320,1.853,2.86
55,340,1.838,3.24
55,360,1.828,3.22
55,380,1.868,3.78
55,400,1.887,3.78
55,420,1.782,4.22
55,440,1.845,4.39
55,460,1.786,4.61
55,480,1.836,4.87
55,500,1.856,4.9
55,520,1.731,5.34
55,540,1.858,5.14
55,560,1.846,5.31
55,580,1.757,5.41
55,600,1.8,5.31
55,620,1.798,5.67
55,640,1.783,5.46
55,660,1.805,5.62
55,680,1.794,5.98
55,700,1.817,5.5
55,720,1.803,5.76
55,740,1.812,5.65
55,760,1.782,5.71
55,780,1.827,5.73
55,800,1.795,5.62
55,820,1.82,5.82
55,840,1.825,5.85
55,860,1.81,5.78
55,880,1.8,5.95
55,900,1.813,6.16
55,920,1.83,5.98
55,940,1.79,6.01
55,960,1.864,6.1
55,980,1.816,5.88
55,1000,1.8,5.99
55,1020,1.778,5.7
55,1040,1.84,5.87
55,1060,1.837,5.82
55,1080,1.792,5.85
55,1100,1.78,5.94
55,1120,1.839,5.77
55,1140,1.833,6.18
55,1160,1.824,6.16
55,1180,1.774,6.2
55,1200,1.841,6.1
55,1220,1.792,6.07
55,1240,1.789,5.89
55,1260,1.708,5.95
55,1280,1.843,6.09
55,1300,1.802,6.12
55,1320,1.79,5.92
55,1340,1.756,6.24
55,1360,1.752,6.37
55,1380,1.777,6.16
55,1400,1.733,5.96
55,1420,1.81,6.17
55,1440,1.782,6.19
55,1460,1.803,6.23
55,1480,1.782,6.0
56,0,2.998,6.17
56,20,2.79,5.82
56,40,2.583,5.6
56,60,2.433,5.42
56,80,2.324,5.45
56,100,2.221,4.99
56,120,2.126,4.93
56,140,2.074,4.29
56,160,2.079,4.27
56,180,1.998,4.01
56,200,1.953,3.87
56,220,1.903,3.43
56,240,1.829,3.08
56,260,1.879,3.05
56,280,1.84,2.86
56,300,1.822,3.03
56,320,1.837,2.36
56,340,1.779,1.97
56,360,1.801,2.41
56,380,1.779,2.95
56,400,1.811,2.99
56,420,1.776,3.41
56,440,1.784,3.8
56,460,1.787,3.98
56,480,1.759,4.06
56,500,1.786,4.28
56,520,1.729,4.3
56,540,1.763,4.82
56,560,1.732,4.75
56,580,1.768,5.03
56,600,1.746,4.91
56,620,1.806,5.21
56,640,1.793,5.22
56,660,1.731,5.16
56,680,1.794,5.31
56,700,1.742,5.5
56,720,1.801,5.69
56,740,1.774,5.48
56,760,1.756,5.74
56,780,1.743,5.43
56,800,1.795,5.85
56,820,1.831,5.72
56,840,1.731,5.97
56,860,1.788,5.94
56,880,1.787,5.79
56,900,1.749,5.88
56,920,1.757,5.98
56,940,1.768,6.02
56,960,1.79,6.16
56,980,1.776,6.07
56,1000,1.711,6.24
56,1020,1.811,6.26
56,1040,1.843,6.06
56,1060,1.741,5.9
56,1080,1.776,6.39
56,1100,1.758,5.87
56,1120,1.762,6.18
56,1140,1.811,6.31
56,1160,1.738,6.37
56,1180,1.805,6.1
56,1200,1.81,6.18
56,1220,1.81,6.16
56,1240,1.774,6.23
56,1260,1.769,6.12
56,1280,1.752,6.31
56,1300,1.773,6.3
56,1320,1.802,6.22
56,1340,1.792,6.12
56,1360,1.751,6.4
56,1380,1.729,6.11
56,1400,1.752,6.35
56,1420,1.771,6.32
56,1440,1.766,6.33
56,1460,1.785,6.33
56,1480,1.825,6.0
57,0,3.066,6.55
57,20,2.839,6.22
57,40,2.598,6.15
57,60,2.402,6.26
57,80,2.268,6.25
57,100,2.169,6.02
57,120,2.092,6.41
57,140,2.053,6.21
57,160,1.985,6.04
57,180,1.857,6.08
57,200,1.87,6.09
57,220,1.8,5.83
57,240,1.821,6.17
57,260,1.786,6.3
57,280,1.785,6.12
57,300,1.774,6.03
57,320,1.769,6.02
57,340,1.778,6.12
57,360,1.704,6.2
57,380,1.734,6.13
57,400,1.703,6.11
57,420,1.68,6.36
57,440,1.688,6.17
57,460,1.678,6.11
57,480,1.651,6.32
57,500,1.698,6.33
57,520,1.694,6.36
57,540,1.665,5.99
57,560,1.686,6.39
57,580,1.738,6.18
57,600,1.648,6.54
57,620,1.705,6.34
57,640,1.625,6.61
57,660,1.677,6.47
57,680,1.679,6.4
57,700,1.746,6.63
57,720,1.659,6.34
57,740,1.7,6.77
57,760,1.721,6.23
57,780,1.677,6.36
57,800,1.635,6.55
57,820,1.692,6.53
57,840,1.692,6.45
57,860,1.663,6.15
57,880,1.702,6.46
57,900,1.637,6.39
57,920,1.662,6.36
57,940,1.701,6.29
57,960,1.641,6.45
57,980,1.703,6.39
57,1000,1.681,6.44
57,1020,1.651,6.41
57,1040,1.69,6.69
57,1060,1.631,6.28
57,1080,1.668,6.15
57,1100,1.669,6.57
57,1120,1.656,6.37
57,1140,1.754,6.64
57,1160,1.675,6.0
57,1180,1.701,6.49
57,1200,1.672,6.34
57,1220,1.732,6.52
57,1240,1.665,6.15
57,1260,1.656,6.49
57,1280,1.726,6.34
57,1300,1.67,6.46
57,1320,1.645,6.49
57,1340,1.7,6.44
57,1360,1.705,6.6
57,1380,1.68,6.44
57,1400,1.723,6.38
57,1420,1.702,6.61
57,1440,1.661,6.43
57,1460,1.673,6.22
57,1480,1.691,6.54
58,0,2.943,10.73
58,20,2.63,11.16
58,40,2.576,11.3
58,60,2.488,11.59
58,80,2.415,12.13
58,100,2.367,12.09
58,120,2.252,12.34
58,140,2.199,12.79
58,160,2.134,13.11
58,180,2.128,13.36
58,200,2.147,13.72
58,220,2.107,14.06
58,240,2.063,14.25
58,260,2.099,14.47
58,280,2.08,14.84
58,300,2.032,15.14
58,320,2.024,15.11
58,340,2.012,14.28
58,360,2.019,14.12
58,380,2.05,13.84
58,400,2.003,13.66
58,420,1.959,13.31
58,440,2.103,13.17
58,460,1.952,12.63
58,480,1.958,12.3
58,500,1.999,12.59
58,520,1.969,12.43
58,540,1.954,12.45
58,560,1.971,12.29
58,580,1.998,11.94
58,600,2.003,11.91
58,620,1.979,11.7
58,640,2.012,11.95
58,660,2.012,11.24
58,680,1.984,11.84
58,700,2.015,11.21
58,720,1.961,11.84
58,740,1.992,11.27
58,760,2.02,11.33
58,780,1.959,11.15
58,800,2.003,11.11
58,820,1.972,11.15
58,840,2.006,11.34
58,860,2.009,10.89
58,880,1.989,11.2
58,900,1.989,11.18
58,920,1.945,11.16
58,940,1.983,11.0
58,960,2.008,11.18
58,980,1.965,10.78
58,1000,2.05,11.09
58,1020,1.966,10.95
58,1040,1.997,10.83
58,1060,1.977,11.03
58,1080,2.003,11.02
58,1100,1.982,11.12
58,1120,2.002,10.83
58,1140,2.001,11.09
58,1160,1.977,10.87
58,1180,1.975,10.94
58,1200,2.0,10.76
58,1220,1.985,11.02
58,1240,2.028,10.97
58,1260,1.986,11.18
58,1280,2.011,11.17
58,1300,1.909,11.02
58,1320,2.01,10.94
58,1340,1.997,11.16
58,1360,2.0,10.81
58,1380,2.005,10.94
58,1400,2.002,10.9
58,1420,1.966,11.02
58,1440,2.0,10.81
58,1460,1.978,10.97
58,1480,2.011,11.2
59,0,2.918,8.22
59,20,2.797,7.47
59,40,2.566,7.15
59,60,2.417,6.74
59,80,2.364,6.74
59,100,2.21,6.22
59,120,2.088,5.79
59,140,2.013,5.53
59,160,2.009,5.19
59,180,1.927,5.1
59,200,1.932,4.32
59,220,1.859,4.14
59,240,1.925,3.7
59,260,1.852,3.71
59,280,1.808,3.75
59,300,1.797,4.09
59,320,1.827,4.97
59,340,1.85,5.26
59,360,1.759,5.59
59,380,1.814,5.92
59,400,1.831,6.27
59,420,1.776,6.59
59,440,1.8,6.59
59,460,1.83,6.76
59,480,1.801,7.15
59,500,1.774,7.33
59,520,1.818,7.13
59,540,1.808,7.05
59,560,1.829,7.33
59,580,1.777,7.45
59,600,1.763,7.58
59,620,1.778,7.61
59,640,1.73,7.66
59,660,1.733,7.67
59,680,1.743,8.17
59,700,1.775,7.96
59,720,1.756,7.97
59,740,1.774,8.31
59,760,1.797,8.18
59,780,1.74,7.87
59,800,1.74,7.91
59,820,1.725,8.12
59,840,1.75,8.12
59,860,1.729,8.1
59,880,1.805,8.3
59,900,1.758,8.22
59,920,1.734,8.14
59,940,1.743,8.28
59,960,1.737,8.14
59,980,1.747,8.35
59,1000,1.765,8.0
59,1020,1.745,8.05
59,1040,1.728,8.39
59,1060,1.764,8.12
59,1080,1.762,8.16
59,1100,1.775,8.39
59,1120,1.736,8.23
59,1140,1.74,8.12
59,1160,1.8,8.23
59,1180,1.782,7.96
59,1200,1.792,7.97
59,1220,1.772,8.1
59,1240,1.753,8.28
59,1260,1.755,8.28
59,1280,1.736,8.12
59,1300,1.782,8.1
59,1320,1.813,8.17
59,1340,1.777,8.19
59,1360,1.752,8.01
59,1380,1.699,8.17
59,1400,1.751,8.19
59,1420,1.778,8.11
59,1440,1.767,8.16
59,1460,1.749,8.15
59,1480,1.741,8.0
60,0,3.081,10.95
60,20,2.802,10.62
60,40,2.531,10.48
60,60,2.371,10.14
60,80,2.267,10.15
60,100,2.15,10.32
60,120,2.059,10.76
60,140,1.958,10.45
60,160,1.899,10.53
60,180,1.872,10.59
60,200,1.822,10.59
60,220,1.721,10.79
60,240,1.761,10.65
60,260,1.694,10.71
60,280,1.708,10.48
60,300,1.719,10.75
60,320,1.649,10.9
60,340,1.671,10.67
60,360,1.719,10.67
60,380,1.614,10.66
60,400,1.632,10.84
60,420,1.663,10.72
60,440,1.634,11.01
60,460,1.634,11.0
60,480,1.645,10.82
60,500,1.605,10.68
60,520,1.62,10.58
60,540,1.653,10.87
60,560,1.619,10.87
60,580,1.632,10.88
60,600,1.607,10.82
60,620,1.641,10.83
60,640,1.646,11.05
60,660,1.593,10.75
60,680,1.59,10.91
60,700,1.597,11.17
60,720,1.639,10.85
60,740,1.58,10.99
60,760,1.616,10.92
60,780,1.58,10.91
60,800,1.636,10.91
60,820,1.587,10.83
60,840,1.632,10.67
60,860,1.645,10.84
60,880,1.637,10.97
60,900,1.645,10.9
60,920,1.585,11.08
60,940,1.638,10.56
60,960,1.612,10.97
60,980,1.64,10.69
60,1000,1.567,11.12
60,1020,1.613,10.71
60,1040,1.654,11.07
60,1060,1.627,10.77
60,1080,1.639,10.86
60,1100,1.63,10.8
60,1120,1.622,10.85
60,1140,1.574,10.77
60,1160,1.656,10.91
60,1180,1.638,10.81
60,1200,1.628,10.97
60,1220,1.639,10.89
60,1240,1.6,10.64
60,1260,1.6,11.12
60,1280,1.584,10.77
60,1300,1.582,10.72
60,1320,1.64,10.61
60,1340,1.627,10.88
60,1360,1.619,10.82
60,1380,1.633,10.85
60,1400,1.63,10.67
60,1420,1.606,10.77
60,1440,1.619,10.89
60,1460,1.58,10.9
60,1480,1.619,11.03
